id,emailid,requesttime,port,browser,packet
48,068be65b-ea32-466a-ab64-5e3561280092,1549281069,43172,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G960U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",P1
49,068be65b-ea32-466a-ab64-5e3561280092,1549281098,43190,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G960U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",P1
50,068be65b-ea32-466a-ab64-5e3561280092,1549281109,43194,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G960U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",P1
51,49d22c37-3655-45df-91ff-433a9dfc5559,1549284299,34495,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
52,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549284978,50985,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P1
53,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549285030,51000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P1
54,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549285153,51037,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P1
55,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549285233,51070,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P1
56,9992467d-69ed-4cdc-a563-f74212530207,1549285565,30707,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P2
57,9992467d-69ed-4cdc-a563-f74212530207,1549285599,58907,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P2
58,,1549290166,49671,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
59,17531af2-a764-4897-a39e-c4fa30052f8a,1549290800,26463,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
60,7ac23c6d-1c45-4c86-a662-2214a0e3235c,1549291101,21938,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G890A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P2
61,f1c140b6-252b-4fc1-b728-63a5b1a8ec47,1549291426,42034,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P2
62,6c799144-d856-4742-bcac-6b52e756494e,1549297347,51261,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P3
63,f1c140b6-252b-4fc1-b728-63a5b1a8ec47,1549297450,17022,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P2
64,c105f6af-c497-4b2b-8b05-781c2819b195,1549298237,52549,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P1
65,0cc8b972-5d82-4957-b73d-243292ac73bf,1549300283,63900,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P4
66,64554387-9d2e-434b-9f91-77a1f5db38e4,1549300577,15012,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P4
67,64554387-9d2e-434b-9f91-77a1f5db38e4,1549300620,14228,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P4
68,8fa0aeca-5de6-45e2-be38-7d607f87519e,1549301541,38350,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P1
69,f638ac7c-471c-49bd-801a-9e3d5e2fd7e1,1549302081,58321,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
70,f638ac7c-471c-49bd-801a-9e3d5e2fd7e1,1549302123,58394,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
71,f638ac7c-471c-49bd-801a-9e3d5e2fd7e1,1549302141,58457,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
72,f638ac7c-471c-49bd-801a-9e3d5e2fd7e1,1549303954,34857,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
73,358882dd-99c3-49c8-ad33-e544de7e3dbf,1549304623,4856,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P2
74,,1549310862,49672,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
75,3bc45ab1-3826-494f-9359-c9e5da187193,1549311596,55555,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P2
76,a876e5a4-b786-44a0-9e79-76e2b126a8d4,1549312132,64944,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,P5
77,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1549313679,63039,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
78,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1549313709,63042,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P4
79,f1c140b6-252b-4fc1-b728-63a5b1a8ec47,1549315010,54214,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P5
80,46f81ce8-2e7e-4f84-91ee-d2a33f841573,1549321317,40520,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
81,0cc8b972-5d82-4957-b73d-243292ac73bf,1549322230,9663,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P6
82,,1549322391,49672,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
83,0cc8b972-5d82-4957-b73d-243292ac73bf,1549322828,42790,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P6
84,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1549324880,11850,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P6
85,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1549325070,40323,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P4
86,6d428c3c-0456-42d2-b431-28b771ae354d,1549327543,61364,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P3
87,46f81ce8-2e7e-4f84-91ee-d2a33f841573,1549333098,13909,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
88,7454fbe4-4e1d-4d63-975c-5a9b49fb672c,1549333991,55202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15",P6
89,7454fbe4-4e1d-4d63-975c-5a9b49fb672c,1549334106,55235,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15",P6
90,0cf73fa8-69ee-4acf-ac48-7306bb812e42,1549338925,63421,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P6
91,0cf73fa8-69ee-4acf-ac48-7306bb812e42,1549338961,63438,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P6
92,0cf73fa8-69ee-4acf-ac48-7306bb812e42,1549338978,63449,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P3
93,bfa3350c-2abe-405d-b229-da02dc98f28c,1549342031,55638,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P6
94,8996e67a-6729-4b43-97cc-1d946d86316a,1549367503,59027,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P2
95,87e2b946-7d3c-401c-a1aa-b73910b74b90,1549380614,50291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P4
96,87e2b946-7d3c-401c-a1aa-b73910b74b90,1549380638,50305,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P3
97,adac7bf9-d991-4a1a-93db-9597499fcf92,1549388121,52532,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G960U1 Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",P3
98,0ab6b247-a02e-4244-8d04-820cd62d16da,1549388407,64791,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P2
99,mattnsnap,1549393021,59472,AppEngine-Google; (+http://code.google.com/appengine; appid: s~snapchat-proxy),P6
100,d6c98036-73c2-42c2-8103-631bbffab558,1549404996,55410,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P6
101,1562a795-99ce-4676-8d7c-1e4bf0fe7dbd,1549424542,35452,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P4
102,mattnsnap,1549426946,54554,AppEngine-Google; (+http://code.google.com/appengine; appid: s~snapchat-proxy),P6
103,fc59dada-badd-4227-9a45-66a4a5740cf6,1549428273,59307,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/72.0.3626.74 Mobile/15E148 Safari/605.1",P6
104,fc59dada-badd-4227-9a45-66a4a5740cf6,1549428332,59343,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/72.0.3626.74 Mobile/15E148 Safari/605.1",P6
105,ecc7d63a-2dc1-429d-91fa-24a636300604,1549428334,52145,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P6
106,testingSpeed,1549429566,51636,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,PTest
107,testingSpeed,1549429674,51842,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,PTest
108,P7HasStarted,1549440048,50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P7
109,P7HasStarted,1549440053,50989,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P7
110,9992467d-69ed-4cdc-a563-f74212530207,1549457758,10280,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P8
111,bdb4117f-876d-4b3a-a022-7c8d4adedc56,1549461958,60891,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15",P9
112,0ab6b247-a02e-4244-8d04-820cd62d16da,1549461994,51046,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P2
113,,1549463137,49672,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
114,mattnsnap,1549466611,53971,AppEngine-Google; (+http://code.google.com/appengine; appid: s~snapchat-proxy),P6
115,3bc45ab1-3826-494f-9359-c9e5da187193,1549466698,17898,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P9
116,3bc45ab1-3826-494f-9359-c9e5da187193,1549470306,55593,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P9
117,,1549474032,49671,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
118,0cc8b972-5d82-4957-b73d-243292ac73bf,1549475546,11737,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P10
119,0cc8b972-5d82-4957-b73d-243292ac73bf,1549475569,40567,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P10
120,54ce8c73-dc16-4ed8-8226-6c96cde75643,1549477236,12000,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,P9
121,54ce8c73-dc16-4ed8-8226-6c96cde75643,1549477343,49456,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36",p9
122,54ce8c73-dc16-4ed8-8226-6c96cde75643&tval=0&pval=p9,1549477345,19321,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/71.0.3578.80 Safari/537.36",
123,54ce8c73-dc16-4ed8-8226-6c96cde75643&tval=0&pval=p9,1549477521,16267,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2),
124,54e7d4ad-9a14-4de2-8128-982334f3d27b,1549477573,7352,"Mozilla/5.0 (Linux; Android 8.0.0; SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P6
125,,1549478385,63264,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",
126,c0ed263c-9847-494d-a8dd-aacf852be207,1549479675,56936,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P5
127,f1c140b6-252b-4fc1-b728-63a5b1a8ec47,1549484619,13816,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.76 Mobile Safari/537.36",P11
128,a876e5a4-b786-44a0-9e79-76e2b126a8d4,1549486913,54550,Mozilla/5.0 (Android 8.0.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,P11
129,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549490130,50224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P11
130,26542221-f7e8-4dab-b26f-76790f4695fb,1549492370,49779,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P11
131,b84fc0ad-af95-4ae8-a1c2-30554b2b9b00,1549494368,51635,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P5
132,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549498849,51236,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P6
133,a876e5a4-b786-44a0-9e79-76e2b126a8d4,1549501519,38479,Mozilla/5.0 (Android 8.0.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,P12
134,b7a443b5-9bea-4ee9-9cd5-6e8742cb6e87,1549501557,49940,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P10
135,3caeb779-a7e1-4b6b-b1ab-694013e20a5a,1549501914,18232,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15",P12
136,3caeb779-a7e1-4b6b-b1ab-694013e20a5a,1549501934,52340,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15",P12
137,9992467d-69ed-4cdc-a563-f74212530207,1549503848,59751,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P12
138,6d428c3c-0456-42d2-b431-28b771ae354d,1549510095,51062,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
139,6d428c3c-0456-42d2-b431-28b771ae354d,1549510108,51069,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P1
140,6d428c3c-0456-42d2-b431-28b771ae354d,1549510119,51077,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P11
141,6d428c3c-0456-42d2-b431-28b771ae354d,1549510251,51149,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P3
142,8996e67a-6729-4b43-97cc-1d946d86316a,1549513541,58220,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P8
143,9992467d-69ed-4cdc-a563-f74212530207,1549514806,8718,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P12
144,9e009aee-257b-4169-a668-93ae43a12757,1549515342,43658,"Mozilla/5.0 (Linux; Android 7.0; Vivo 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",P3
145,453c5ce1-dda8-4f42-9692-75e9165e7cb6,1549540493,57807,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P12
146,b110157d-be4d-413b-a8b5-f68e48caf8ac,1549547215,37155,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,P11
147,a010a2f8-971c-47e4-a8d9-8793db591246,1549571880,55743,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P12
148,08d7aab1-81c8-4ab5-b81a-7c75bf69b499,1549578447,49935,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P9
149,50edff5b-c113-4dbe-8819-956fd8d338a6,1549583853,54782,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P7
150,STARTsleepTEST,1549591912,52158,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,PSleepTest
151,STARTsleepTEST,1549591924,52161,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,PSleepTest
152,P13-BEGIN,1549592614,52185,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,P13
153,P13-BEGIN,1549592623,52187,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,P13
154,P13-BEGIN,1549592895,42386,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:65.0) Gecko/20100101 Firefox/65.0,P13
155,P13-BEGIN,1549592903,65111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246 Mozilla/5.0",P13
156,P13-BEGIN,1549592908,36889,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",P13
157,mattnsnap,1549606171,64305,AppEngine-Google; (+http://code.google.com/appengine; appid: s~snapchat-proxy),P6
158,,1549613031,58142,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",
159,3bc45ab1-3826-494f-9359-c9e5da187193,1549629416,49549,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P14
160,4b82d79d-ef2d-4b14-9f47-7b0c7c7c2687,1549633042,52714,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P14
161,4e83fdb7-1876-46ae-bc4e-7b3efe55bd90,1549634405,65422,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P14
162,c4359f29-fcc5-4571-8b7a-3f1bbc501cf9,1549635078,59338,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P13
163,aa3d3eab-ec40-4e57-a86f-957f63f826f4,1549635205,61287,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.81 Safari/537.36",P13
164,f48a216d-96c6-4f52-9284-61e45bd82903,1549635258,35598,"Mozilla/5.0 (Linux; Android 7.0; SM-G920V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",P14
165,26542221-f7e8-4dab-b26f-76790f4695fb,1549637910,49934,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P14
166,26542221-f7e8-4dab-b26f-76790f4695fb,1549637928,49944,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P14
